UF;CIDADE;BUSCA;REF;CLASSIFICACAO_CAP_IN;CAP_INT;REGIÇO;JAMEF;FILIAL_ATENDIMENTO
PI;SAO PEDRO DO PIAUI;PISAO PEDRO DO PIAUI;PII2;Interior-2;I2;Nordeste;THE;Teresina - PI
MG;SAO PEDRO DO SUACUI;MGSAO PEDRO DO SUACUI;MGI2;Interior-2;I2;Sudeste;BHZ;Belo Horizonte - MG
RS;SAO PEDRO DO SUL;RSSAO PEDRO DO SUL;RSI1;Interior-1;I1;Sul;POA;Porto Alegre - RS
SP;SAO PEDRO DO TURVO;SPSAO PEDRO DO TURVO;SPI1;Interior-1;I1;Sudeste;BAU;Bauru - SP
MA;SAO PEDRO DOS CRENTES;MASAO PEDRO DOS CRENTES;MAI2;Interior-2;I2;Nordeste;SLZ;SÆo Luis - MA
MG;SAO PEDRO DOS FERROS;MGSAO PEDRO DOS FERROS;MGI2;Interior-2;I2;Sudeste;BHZ;Belo Horizonte - MG
RN;SAO RAFAEL;RNSAO RAFAEL;RNI2;Interior-2;I2;Nordeste;NAT;Natal - RN
MA;SAO RAIMUNDO DAS MANGABEIRAS;MASAO RAIMUNDO DAS MANGABEIRAS;MAI2;Interior-2;I2;Nordeste;SLZ;SÆo Luis - MA
MA;SAO RAIMUNDO DO DOCA BEZERRA;MASAO RAIMUNDO DO DOCA BEZERRA;MAI1;Interior-1;I1;Nordeste;SLZ;SÆo Luis - MA
PI;SAO RAIMUNDO NONATO;PISAO RAIMUNDO NONATO;PII2;Interior-2;I2;Nordeste;THE;Teresina - PI
MA;SAO ROBERTO;MASAO ROBERTO;MAI2;Interior-2;I2;Nordeste;SLZ;SÆo Luis - MA
MG;SAO ROMAO;MGSAO ROMAO;MGI2;Interior-2;I2;Sudeste;BHZ;Belo Horizonte - MG
SP;SAO ROQUE;SPSAO ROQUE;SPI1;Interior-1;I1;Sudeste;CPQ;Campinas - SP
MG;SAO ROQUE DE MINAS;MGSAO ROQUE DE MINAS;MGI2;Interior-2;I2;Sudeste;DIV;Divin¢polis - MG
ES;SAO ROQUE DO CANAA;ESSAO ROQUE DO CANAA;ESI2;Interior-2;I2;Sudeste;VIX;Espirito Santo - ES
TO;SAO SALVADOR DO TOCANTINS;TOSAO SALVADOR DO TOCANTINS;TOI1;Interior-1;I1;Norte;BSB;Brasilia - DF
AL;SAO SEBASTIAO;ALSAO SEBASTIAO;ALI2;Interior-2;I2;Nordeste;MCZ;Maceio - AL
SP;SAO SEBASTIAO;SPSAO SEBASTIAO;SPI2;Interior-2;I2;Sudeste;CPQ;Campinas - SP
PR;SAO SEBASTIAO DA AMOREIRA;PRSAO SEBASTIAO DA AMOREIRA;PRI1;Interior-1;I1;Sul;LDB;Londrina - PR
MG;SAO SEBASTIAO DA BELA VISTA;MGSAO SEBASTIAO DA BELA VISTA;MGI1;Interior-1;I1;Sudeste;BHZ;Belo Horizonte - MG
PA;SAO SEBASTIAO DA BOA VISTA;PASAO SEBASTIAO DA BOA VISTA;PAI2;Interior-2;I2;Norte;BEL;Bel‚m - PA
SP;SAO SEBASTIAO DA GRAMA;SPSAO SEBASTIAO DA GRAMA;SPI2;Interior-2;I2;Sudeste;RAO;RibeirÆo Preto - SP
MG;SAO SEBASTIAO DA VARGEM ALEGRE;MGSAO SEBASTIAO DA VARGEM ALEGRE;MGI1;Interior-1;I1;Sudeste;BHZ;Belo Horizonte - MG
PB;SAO SEBASTIAO DE LAGOA DE ROCA;PBSAO SEBASTIAO DE LAGOA DE ROCA;PBI1;Interior-1;I1;Nordeste;JPA;JoÆo Pessoa - PB
RJ;SAO SEBASTIAO DO ALTO;RJSAO SEBASTIAO DO ALTO;RJI2;Interior-2;I2;Sudeste;RIO;Rio de Janeiro - RJ
MG;SAO SEBASTIAO DO ANTA;MGSAO SEBASTIAO DO ANTA;MGI2;Interior-2;I2;Sudeste;BHZ;Belo Horizonte - MG
RS;SAO SEBASTIAO DO CAI;RSSAO SEBASTIAO DO CAI;RSI1;Interior-1;I1;Sul;CXJ;Caxias do Sul - RS
MG;SAO SEBASTIAO DO MARANHAO;MGSAO SEBASTIAO DO MARANHAO;MGI2;Interior-2;I2;Sudeste;BHZ;Belo Horizonte - MG
MG;SAO SEBASTIAO DO OESTE;MGSAO SEBASTIAO DO OESTE;MGC;Capital;C;Sudeste;DIV;Divin¢polis - MG
MG;SAO SEBASTIAO DO PARAISO;MGSAO SEBASTIAO DO PARAISO;MGI2;Interior-2;I2;Sudeste;BHZ;Belo Horizonte - MG
BA;SAO SEBASTIAO DO PASSE;BASAO SEBASTIAO DO PASSE;BAI1;Interior-1;I1;Nordeste;FES;Feira de Santana - BA
MG;SAO SEBASTIAO DO RIO PRETO;MGSAO SEBASTIAO DO RIO PRETO;MGI2;Interior-2;I2;Sudeste;BHZ;Belo Horizonte - MG
MG;SAO SEBASTIAO DO RIO VERDE;MGSAO SEBASTIAO DO RIO VERDE;MGI2;Interior-2;I2;Sudeste;BHZ;Belo Horizonte - MG
MG;SAO SEBASTIAO DO SACRAMENTO;MGSAO SEBASTIAO DO SACRAMENTO;MGI1;Interior-1;I1;Sudeste;BHZ;Belo Horizonte - MG
TO;SAO SEBASTIAO DO TOCANTINS;TOSAO SEBASTIAO DO TOCANTINS;TOI1;Interior-1;I1;Norte;BSB;Brasilia - DF
PB;SAO SEBASTIAO DO UMBUZEIRO;PBSAO SEBASTIAO DO UMBUZEIRO;PBI2;Interior-2;I2;Nordeste;JPA;JoÆo Pessoa - PB
RS;SAO SEPE;RSSAO SEPE;RSI2;Interior-2;I2;Sul;POA;Porto Alegre - RS
GO;SAO SIMAO;GOSAO SIMAO;GOI2;Interior-2;I2;Centro Oeste;GYN;Goiania - GO
SP;SAO SIMAO;SPSAO SIMAO;SPI1;Interior-1;I1;Sudeste;CPQ;Campinas - SP
MG;SAO TIAGO;MGSAO TIAGO;MGI2;Interior-2;I2;Sudeste;BHZ;Belo Horizonte - MG
MG;SAO TOMAS DE AQUINO;MGSAO TOMAS DE AQUINO;MGI1;Interior-1;I1;Sudeste;BHZ;Belo Horizonte - MG
PR;SAO TOME;PRSAO TOME;PRI1;Interior-1;I1;Sul;CWB;Curitiba - PR
RN;SAO TOME;RNSAO TOME;RNI1;Interior-1;I1;Nordeste;NAT;Natal - RN
MG;SAO TOME DAS LETRAS;MGSAO TOME DAS LETRAS;MGI1;Interior-1;I1;Sudeste;BHZ;Belo Horizonte - MG
RS;SAO VALENTIM;RSSAO VALENTIM;RSI2;Interior-2;I2;Sul;POA;Porto Alegre - RS
RS;SAO VALENTIM DO SUL;RSSAO VALENTIM DO SUL;RSI1;Interior-1;I1;Sul;CXJ;Caxias do Sul - RS
TO;SAO VALERIO;TOSAO VALERIO;TOI1;Interior-1;I1;Norte;BSB;Brasilia - DF
RS;SAO VALERIO DO SUL;RSSAO VALERIO DO SUL;RSI1;Interior-1;I1;Sul;CXJ;Caxias do Sul - RS
RS;SAO VENDELINO;RSSAO VENDELINO;RSI1;Interior-1;I1;Sul;CXJ;Caxias do Sul - RS
RN;SAO VICENTE;RNSAO VICENTE;RNI2;Interior-2;I2;Nordeste;NAT;Natal - RN
SP;SAO VICENTE;SPSAO VICENTE;SPI1;Interior-1;I1;Sudeste;SAO;SÆo Paulo - SP
MG;SAO VICENTE DE MINAS;MGSAO VICENTE DE MINAS;MGI2;Interior-2;I2;Sudeste;BHZ;Belo Horizonte - MG
PB;SAO VICENTE DO SERIDO;PBSAO VICENTE DO SERIDO;PBI2;Interior-2;I2;Nordeste;JPA;JoÆo Pessoa - PB
RS;SAO VICENTE DO SUL;RSSAO VICENTE DO SUL;RSI2;Interior-2;I2;Sul;POA;Porto Alegre - RS
MA;SAO VICENTE FERRER;MASAO VICENTE FERRER;MAI2;Interior-2;I2;Nordeste;SLZ;SÆo Luis - MA
PE;SAO VICENTE FERRER;PESAO VICENTE FERRER;PEI2;Interior-2;I2;Nordeste;REC;Recife - PE
PB;SAPE;PBSAPE;PBI1;Interior-1;I1;Nordeste;JPA;JoÆo Pessoa - PB
BA;SAPEACU;BASAPEACU;BAI2;Interior-2;I2;Nordeste;FES;Feira de Santana - BA
MT;SAPEZAL;MTSAPEZAL;MTI2;Interior-2;I2;Centro Oeste;CGB;Brasilia - DF
RS;SAPIRANGA;RSSAPIRANGA;RSC;Capital;C;Sul;POA;Porto Alegre - RS
PR;SAPOPEMA;PRSAPOPEMA;PRI2;Interior-2;I2;Sul;LDB;Londrina - PR
PA;SAPUCAIA;PASAPUCAIA;PAI1;Interior-1;I1;Norte;BSB;Brasilia - DF
RJ;SAPUCAIA;RJSAPUCAIA;RJI2;Interior-2;I2;Sudeste;RIO;Rio de Janeiro - RJ
RS;SAPUCAIA DO SUL;RSSAPUCAIA DO SUL;RSC;Capital;C;Sul;POA;Porto Alegre - RS
MG;SAPUCAI-MIRIM;MGSAPUCAI-MIRIM;MGI2;Interior-2;I2;Sudeste;BHZ;Belo Horizonte - MG
RJ;SAQUAREMA;RJSAQUAREMA;RJI1;Interior-1;I1;Sudeste;RIO;Rio de Janeiro - RJ
PR;SARANDI;PRSARANDI;PRI1;Interior-1;I1;Sul;MGF;Maringa - PR
RS;SARANDI;RSSARANDI;RSI1;Interior-1;I1;Sul;POA;Porto Alegre - RS
SP;SARAPUI;SPSARAPUI;SPI1;Interior-1;I1;Sudeste;CPQ;Campinas - SP
MG;SARDOA;MGSARDOA;MGI1;Interior-1;I1;Sudeste;BHZ;Belo Horizonte - MG
SP;SARUTAIA;SPSARUTAIA;SPI1;Interior-1;I1;Sudeste;CPQ;Campinas - SP
MG;SARZEDO;MGSARZEDO;MGI1;Interior-1;I1;Sudeste;BHZ;Belo Horizonte - MG
BA;SATIRO DIAS;BASATIRO DIAS;BAI2;Interior-2;I2;Nordeste;FES;Feira de Santana - BA
AL;SATUBA;ALSATUBA;ALC;Capital;C;Nordeste;MCZ;Maceio - AL
MA;SATUBINHA;MASATUBINHA;MAI1;Interior-1;I1;Nordeste;SLZ;SÆo Luis - MA
BA;SAUBARA;BASAUBARA;BAI1;Interior-1;I1;Nordeste;FES;Feira de Santana - BA
PR;SAUDADE DO IGUACU;PRSAUDADE DO IGUACU;PRI2;Interior-2;I2;Sul;CWB;Curitiba - PR
SC;SAUDADES;SCSAUDADES;SCI1;Interior-1;I1;Sul;FLN;Florian¢polis - SC
BA;SAUDE;BASAUDE;BAI1;Interior-1;I1;Nordeste;FES;Feira de Santana - BA
SC;SCHROEDER;SCSCHROEDER;SCI1;Interior-1;I1;Sul;JOI;Joinville - SC
BA;SEABRA;BASEABRA;BAI2;Interior-2;I2;Nordeste;FES;Feira de Santana - BA
SC;SEARA;SCSEARA;SCI1;Interior-1;I1;Sul;FLN;Florian¢polis - SC
SP;SEBASTIANOPOLIS DO SUL;SPSEBASTIANOPOLIS DO SUL;SPI1;Interior-1;I1;Sudeste;SJP;SÆo Jos‚ do Rio Preto - SP
PI;SEBASTIAO BARROS;PISEBASTIAO BARROS;PII1;Interior-1;I1;Nordeste;THE;Teresina - PI
BA;SEBASTIAO LARANJEIRAS;BASEBASTIAO LARANJEIRAS;BAI2;Interior-2;I2;Nordeste;FES;Feira de Santana - BA
PI;SEBASTIAO LEAL;PISEBASTIAO LEAL;PII2;Interior-2;I2;Nordeste;THE;Teresina - PI
RS;SEBERI;RSSEBERI;RSI2;Interior-2;I2;Sul;POA;Porto Alegre - RS
RS;SEDE NOVA;RSSEDE NOVA;RSI1;Interior-1;I1;Sul;CXJ;Caxias do Sul - RS
RS;SEGREDO;RSSEGREDO;RSI2;Interior-2;I2;Sul;POA;Porto Alegre - RS
RS;SELBACH;RSSELBACH;RSI2;Interior-2;I2;Sul;POA;Porto Alegre - RS
MS;SELVIRIA;MSSELVIRIA;MSI1;Interior-1;I1;Centro Oeste;CGR;Brasilia - DF
MG;SEM PEIXE;MGSEM PEIXE;MGI1;Interior-1;I1;Sudeste;BHZ;Belo Horizonte - MG
MA;SENADOR ALEXANDRE COSTA;MASENADOR ALEXANDRE COSTA;MAI1;Interior-1;I1;Nordeste;SLZ;SÆo Luis - MA
MG;SENADOR AMARAL;MGSENADOR AMARAL;MGI1;Interior-1;I1;Sudeste;BHZ;Belo Horizonte - MG
GO;SENADOR CANEDO;GOSENADOR CANEDO;GOI1;Interior-1;I1;Centro Oeste;GYN;Goiania - GO
MG;SENADOR CORTES;MGSENADOR CORTES;MGI1;Interior-1;I1;Sudeste;BHZ;Belo Horizonte - MG
RN;SENADOR ELOI DE SOUZA;RNSENADOR ELOI DE SOUZA;RNI2;Interior-2;I2;Nordeste;NAT;Natal - RN
MG;SENADOR FIRMINO;MGSENADOR FIRMINO;MGI2;Interior-2;I2;Sudeste;BHZ;Belo Horizonte - MG
RN;SENADOR GEORGINO AVELINO;RNSENADOR GEORGINO AVELINO;RNI1;Interior-1;I1;Nordeste;NAT;Natal - RN
MG;SENADOR JOSE BENTO;MGSENADOR JOSE BENTO;MGI1;Interior-1;I1;Sudeste;BHZ;Belo Horizonte - MG
PA;SENADOR JOSE PORFIRIO;PASENADOR JOSE PORFIRIO;PAI2;Interior-2;I2;Norte;BEL;Bel‚m - PA
MA;SENADOR LA ROCQUE;MASENADOR LA ROCQUE;MAI1;Interior-1;I1;Nordeste;SLZ;SÆo Luis - MA
MG;SENADOR MODESTINO GONCALVES;MGSENADOR MODESTINO GONCALVES;MGI2;Interior-2;I2;Sudeste;BHZ;Belo Horizonte - MG
CE;SENADOR POMPEU;CESENADOR POMPEU;CEI2;Interior-2;I2;Nordeste;FOR;Fortaleza - CE
AL;SENADOR RUI PALMEIRA;ALSENADOR RUI PALMEIRA;ALI2;Interior-2;I2;Nordeste;MCZ;Maceio - AL
CE;SENADOR SA;CESENADOR SA;CEI2;Interior-2;I2;Nordeste;FOR;Fortaleza - CE
RS;SENADOR SALGADO FILHO;RSSENADOR SALGADO FILHO;RSI1;Interior-1;I1;Sul;CXJ;Caxias do Sul - RS
PR;SENGES;PRSENGES;PRI2;Interior-2;I2;Sul;CWB;Curitiba - PR
BA;SENHOR DO BONFIM;BASENHOR DO BONFIM;BAI2;Interior-2;I2;Nordeste;SSA;Salvador - BA
MG;SENHORA DE OLIVEIRA;MGSENHORA DE OLIVEIRA;MGI2;Interior-2;I2;Sudeste;BHZ;Belo Horizonte - MG
MG;SENHORA DO PORTO;MGSENHORA DO PORTO;MGI1;Interior-1;I1;Sudeste;BHZ;Belo Horizonte - MG
MG;SENHORA DOS REMEDIOS;MGSENHORA DOS REMEDIOS;MGI2;Interior-2;I2;Sudeste;BHZ;Belo Horizonte - MG
RS;SENTINELA DO SUL;RSSENTINELA DO SUL;RSI2;Interior-2;I2;Sul;POA;Porto Alegre - RS
BA;SENTO SE;BASENTO SE;BAI2;Interior-2;I2;Nordeste;SSA;Salvador - BA
RS;SERAFINA CORREA;RSSERAFINA CORREA;RSI2;Interior-2;I2;Sul;CXJ;Caxias do Sul - RS
MG;SERICITA;MGSERICITA;MGI2;Interior-2;I2;Sudeste;BHZ;Belo Horizonte - MG
PB;SERIDO;PBSERIDO;PBI1;Interior-1;I1;Nordeste;JPA;JoÆo Pessoa - PB
RS;SERIO;RSSERIO;RSI1;Interior-1;I1;Sul;CXJ;Caxias do Sul - RS
MG;SERITINGA;MGSERITINGA;MGI2;Interior-2;I2;Sudeste;BHZ;Belo Horizonte - MG
RJ;SEROPEDICA;RJSEROPEDICA;RJI1;Interior-1;I1;Sudeste;RIO;Rio de Janeiro - RJ
ES;SERRA;ESSERRA;ESC;Capital;C;Sudeste;VIX;Espirito Santo - ES
SC;SERRA ALTA;SCSERRA ALTA;SCI1;Interior-1;I1;Sul;ITJ;Itajai - SC
SP;SERRA AZUL;SPSERRA AZUL;SPI1;Interior-1;I1;Sudeste;RAO;RibeirÆo Preto - SP
MG;SERRA AZUL DE MINAS;MGSERRA AZUL DE MINAS;MGI2;Interior-2;I2;Sudeste;BHZ;Belo Horizonte - MG
PB;SERRA BRANCA;PBSERRA BRANCA;PBI1;Interior-1;I1;Nordeste;JPA;JoÆo Pessoa - PB
RN;SERRA CAIADA;RNSERRA CAIADA;RNI1;Interior-1;I1;Nordeste;NAT;Natal - RN
PB;SERRA DA RAIZ;PBSERRA DA RAIZ;PBI1;Interior-1;I1;Nordeste;JPA;JoÆo Pessoa - PB
MG;SERRA DA SAUDADE;MGSERRA DA SAUDADE;MGI1;Interior-1;I1;Sudeste;BHZ;Belo Horizonte - MG
RN;SERRA DE SAO BENTO;RNSERRA DE SAO BENTO;RNI2;Interior-2;I2;Nordeste;NAT;Natal - RN
RN;SERRA DO MEL;RNSERRA DO MEL;RNI2;Interior-2;I2;Nordeste;NAT;Natal - RN
BA;SERRA DO RAMALHO;BASERRA DO RAMALHO;BAI2;Interior-2;I2;Nordeste;FES;Feira de Santana - BA
MG;SERRA DO SALITRE;MGSERRA DO SALITRE;MGI2;Interior-2;I2;Sudeste;UDI;Uberlƒndia - MG
MG;SERRA DOS AIMORES;MGSERRA DOS AIMORES;MGI2;Interior-2;I2;Sudeste;BHZ;Belo Horizonte - MG
BA;SERRA DOURADA;BASERRA DOURADA;BAI2;Interior-2;I2;Nordeste;FES;Feira de Santana - BA
PB;SERRA GRANDE;PBSERRA GRANDE;PBI1;Interior-1;I1;Nordeste;JPA;JoÆo Pessoa - PB
SP;SERRA NEGRA;SPSERRA NEGRA;SPI1;Interior-1;I1;Sudeste;CPQ;Campinas - SP
RN;SERRA NEGRA DO NORTE;RNSERRA NEGRA DO NORTE;RNI2;Interior-2;I2;Nordeste;NAT;Natal - RN
MT;SERRA NOVA DOURADA;MTSERRA NOVA DOURADA;MTI2;Interior-2;I2;Centro Oeste;CGB;Brasilia - DF
BA;SERRA PRETA;BASERRA PRETA;BAI1;Interior-1;I1;Nordeste;FES;Feira de Santana - BA
PB;SERRA REDONDA;PBSERRA REDONDA;PBI1;Interior-1;I1;Nordeste;JPA;JoÆo Pessoa - PB
PE;SERRA TALHADA;PESERRA TALHADA;PEI2;Interior-2;I2;Nordeste;REC;Recife - PE
SP;SERRANA;SPSERRANA;SPI1;Interior-1;I1;Sudeste;RAO;RibeirÆo Preto - SP
MG;SERRANIA;MGSERRANIA;MGI2;Interior-2;I2;Sudeste;BHZ;Belo Horizonte - MG
MA;SERRANO DO MARANHAO;MASERRANO DO MARANHAO;MAI1;Interior-1;I1;Nordeste;SLZ;SÆo Luis - MA
GO;SERRANOPOLIS;GOSERRANOPOLIS;GOI2;Interior-2;I2;Centro Oeste;GYN;Goiania - GO
MG;SERRANOPOLIS DE MINAS;MGSERRANOPOLIS DE MINAS;MGI1;Interior-1;I1;Sudeste;BHZ;Belo Horizonte - MG
PR;SERRANOPOLIS DO IGUACU;PRSERRANOPOLIS DO IGUACU;PRI2;Interior-2;I2;Sul;LDB;Londrina - PR
MG;SERRANOS;MGSERRANOS;MGI2;Interior-2;I2;Sudeste;BHZ;Belo Horizonte - MG
PB;SERRARIA;PBSERRARIA;PBI1;Interior-1;I1;Nordeste;JPA;JoÆo Pessoa - PB
BA;SERRINHA;BASERRINHA;BAI2;Interior-2;I2;Nordeste;FES;Feira de Santana - BA
RN;SERRINHA;RNSERRINHA;RNI2;Interior-2;I2;Nordeste;NAT;Natal - RN
RN;SERRINHA DOS PINTOS;RNSERRINHA DOS PINTOS;RNI2;Interior-2;I2;Nordeste;NAT;Natal - RN
PE;SERRITA;PESERRITA;PEI2;Interior-2;I2;Nordeste;REC;Recife - PE
MG;SERRO;MGSERRO;MGI2;Interior-2;I2;Sudeste;BHZ;Belo Horizonte - MG
BA;SERROLANDIA;BASERROLANDIA;BAI2;Interior-2;I2;Nordeste;FES;Feira de Santana - BA
PR;SERTANEJA;PRSERTANEJA;PRI1;Interior-1;I1;Sul;LDB;Londrina - PR
PE;SERTANIA;PESERTANIA;PEI2;Interior-2;I2;Nordeste;REC;Recife - PE
PR;SERTANOPOLIS;PRSERTANOPOLIS;PRI1;Interior-1;I1;Sul;LDB;Londrina - PR
RS;SERTAO;RSSERTAO;RSI1;Interior-1;I1;Sul;POA;Porto Alegre - RS
RS;SERTAO SANTANA;RSSERTAO SANTANA;RSI2;Interior-2;I2;Sul;POA;Porto Alegre - RS
PB;SERTAOZINHO;PBSERTAOZINHO;PBI1;Interior-1;I1;Nordeste;JPA;JoÆo Pessoa - PB
SP;SERTAOZINHO;SPSERTAOZINHO;SPI1;Interior-1;I1;Sudeste;RAO;RibeirÆo Preto - SP
SP;SETE BARRAS;SPSETE BARRAS;SPI2;Interior-2;I2;Sudeste;SAO;SÆo Paulo - SP
RS;SETE DE SETEMBRO;RSSETE DE SETEMBRO;RSI1;Interior-1;I1;Sul;CXJ;Caxias do Sul - RS
MG;SETE LAGOAS;MGSETE LAGOAS;MGI1;Interior-1;I1;Sudeste;BHZ;Belo Horizonte - MG
MS;SETE QUEDAS;MSSETE QUEDAS;MSI2;Interior-2;I2;Centro Oeste;CGR;Brasilia - DF
MG;SETUBINHA;MGSETUBINHA;MGI2;Interior-2;I2;Sudeste;BHZ;Belo Horizonte - MG
RS;SEVERIANO DE ALMEIDA;RSSEVERIANO DE ALMEIDA;RSI2;Interior-2;I2;Sul;POA;Porto Alegre - RS
RN;SEVERIANO MELO;RNSEVERIANO MELO;RNI2;Interior-2;I2;Nordeste;NAT;Natal - RN
SP;SEVERINIA;SPSEVERINIA;SPI1;Interior-1;I1;Sudeste;CPQ;Campinas - SP
SC;SIDEROPOLIS;SCSIDEROPOLIS;SCI1;Interior-1;I1;Sul;ITJ;Itajai - SC
MS;SIDROLANDIA;MSSIDROLANDIA;MSI2;Interior-2;I2;Centro Oeste;CGR;Brasilia - DF
PI;SIGEFREDO PACHECO;PISIGEFREDO PACHECO;PII1;Interior-1;I1;Nordeste;THE;Teresina - PI
RJ;SILVA JARDIM;RJSILVA JARDIM;RJI1;Interior-1;I1;Sudeste;RIO;Rio de Janeiro - RJ
GO;SILVANIA;GOSILVANIA;GOI1;Interior-1;I1;Centro Oeste;GYN;Goiania - GO
TO;SILVANOPOLIS;TOSILVANOPOLIS;TOI1;Interior-1;I1;Norte;BSB;Brasilia - DF
RS;SILVEIRA MARTINS;RSSILVEIRA MARTINS;RSI1;Interior-1;I1;Sul;POA;Porto Alegre - RS
MG;SILVEIRANIA;MGSILVEIRANIA;MGI1;Interior-1;I1;Sudeste;BHZ;Belo Horizonte - MG
SP;SILVEIRAS;SPSILVEIRAS;SPI2;Interior-2;I2;Sudeste;CPQ;Campinas - SP
MG;SILVIANOPOLIS;MGSILVIANOPOLIS;MGI1;Interior-1;I1;Sudeste;BHZ;Belo Horizonte - MG
SE;SIMAO DIAS;SESIMAO DIAS;SEI2;Interior-2;I2;Nordeste;AJU;Aracaju - SE
MG;SIMAO PEREIRA;MGSIMAO PEREIRA;MGI1;Interior-1;I1;Sudeste;BHZ;Belo Horizonte - MG
PI;SIMOES;PISIMOES;PII2;Interior-2;I2;Nordeste;THE;Teresina - PI
BA;SIMOES FILHO;BASIMOES FILHO;BAC;Capital;C;Nordeste;SSA;Salvador - BA
GO;SIMOLANDIA;GOSIMOLANDIA;GOI1;Interior-1;I1;Centro Oeste;GYN;Goiania - GO
MG;SIMONESIA;MGSIMONESIA;MGI2;Interior-2;I2;Sudeste;BHZ;Belo Horizonte - MG
PI;SIMPLICIO MENDES;PISIMPLICIO MENDES;PII2;Interior-2;I2;Nordeste;THE;Teresina - PI
RS;SINIMBU;RSSINIMBU;RSI1;Interior-1;I1;Sul;CXJ;Caxias do Sul - RS
MT;SINOP;MTSINOP;MTI2;Interior-2;I2;Centro Oeste;CGB;Brasilia - DF
PR;SIQUEIRA CAMPOS;PRSIQUEIRA CAMPOS;PRI2;Interior-2;I2;Sul;LDB;Londrina - PR
PE;SIRINHAEM;PESIRINHAEM;PEI2;Interior-2;I2;Nordeste;REC;Recife - PE
SE;SIRIRI;SESIRIRI;SEI1;Interior-1;I1;Nordeste;AJU;Aracaju - SE
GO;SITIO D'ABADIA;GOSITIO D'ABADIA;GOI2;Interior-2;I2;Centro Oeste;GYN;Goiania - GO
BA;SITIO DO MATO;BASITIO DO MATO;BAI1;Interior-1;I1;Nordeste;FES;Feira de Santana - BA
BA;SITIO DO QUINTO;BASITIO DO QUINTO;BAI1;Interior-1;I1;Nordeste;FES;Feira de Santana - BA
MA;SITIO NOVO;MASITIO NOVO;MAI2;Interior-2;I2;Nordeste;SLZ;SÆo Luis - MA
RN;SITIO NOVO;RNSITIO NOVO;RNI1;Interior-1;I1;Nordeste;NAT;Natal - RN
TO;SITIO NOVO DO TOCANTINS;TOSITIO NOVO DO TOCANTINS;TOI1;Interior-1;I1;Norte;BSB;Brasilia - DF
BA;SOBRADINHO;BASOBRADINHO;BAI1;Interior-1;I1;Nordeste;SSA;Salvador - BA
RS;SOBRADINHO;RSSOBRADINHO;RSI2;Interior-2;I2;Sul;POA;Porto Alegre - RS
PB;SOBRADO;PBSOBRADO;PBI1;Interior-1;I1;Nordeste;JPA;JoÆo Pessoa - PB
CE;SOBRAL;CESOBRAL;CEI1;Interior-1;I1;Nordeste;FOR;Fortaleza - CE
MG;SOBRALIA;MGSOBRALIA;MGI1;Interior-1;I1;Sudeste;BHZ;Belo Horizonte - MG
SP;SOCORRO;SPSOCORRO;SPI1;Interior-1;I1;Sudeste;CPQ;Campinas - SP
PI;SOCORRO DO PIAUI;PISOCORRO DO PIAUI;PII1;Interior-1;I1;Nordeste;THE;Teresina - PI
PB;SOLANEA;PBSOLANEA;PBI2;Interior-2;I2;Nordeste;JPA;JoÆo Pessoa - PB
PB;SOLEDADE;PBSOLEDADE;PBI2;Interior-2;I2;Nordeste;JPA;JoÆo Pessoa - PB
RS;SOLEDADE;RSSOLEDADE;RSI2;Interior-2;I2;Sul;POA;Porto Alegre - RS
MG;SOLEDADE DE MINAS;MGSOLEDADE DE MINAS;MGI1;Interior-1;I1;Sudeste;BHZ;Belo Horizonte - MG
PE;SOLIDAO;PESOLIDAO;PEI1;Interior-1;I1;Nordeste;REC;Recife - PE
CE;SOLONOPOLE;CESOLONOPOLE;CEI2;Interior-2;I2;Nordeste;FOR;Fortaleza - CE
SC;SOMBRIO;SCSOMBRIO;SCI2;Interior-2;I2;Sul;FLN;Florian¢polis - SC
MS;SONORA;MSSONORA;MSI2;Interior-2;I2;Centro Oeste;CGR;Brasilia - DF
ES;SOORETAMA;ESSOORETAMA;ESI2;Interior-2;I2;Sudeste;VIX;Espirito Santo - ES
SP;SOROCABA;SPSOROCABA;SPI1;Interior-1;I1;Sudeste;SOD;Sorocaba - SP
MT;SORRISO;MTSORRISO;MTI2;Interior-2;I2;Centro Oeste;CGB;Brasilia - DF
PB;SOSSEGO;PBSOSSEGO;PBI1;Interior-1;I1;Nordeste;JPA;JoÆo Pessoa - PB
PA;SOURE;PASOURE;PAI1;Interior-1;I1;Norte;BSB;Brasilia - DF
PB;SOUSA;PBSOUSA;PBI2;Interior-2;I2;Nordeste;JPA;JoÆo Pessoa - PB
BA;SOUTO SOARES;BASOUTO SOARES;BAI2;Interior-2;I2;Nordeste;FES;Feira de Santana - BA
TO;SUCUPIRA;TOSUCUPIRA;TOI1;Interior-1;I1;Norte;BSB;Brasilia - DF
MA;SUCUPIRA DO NORTE;MASUCUPIRA DO NORTE;MAI1;Interior-1;I1;Nordeste;SLZ;SÆo Luis - MA
MA;SUCUPIRA DO RIACHAO;MASUCUPIRA DO RIACHAO;MAI1;Interior-1;I1;Nordeste;SLZ;SÆo Luis - MA
SP;SUD MENNUCCI;SPSUD MENNUCCI;SPI2;Interior-2;I2;Sudeste;SJP;SÆo Jos‚ do Rio Preto - SP
SC;SUL BRASIL;SCSUL BRASIL;SCI1;Interior-1;I1;Sul;ITJ;Itajai - SC
